证券代码,证券简称,"经营活动产生的现金流量净额/流动负债
[报告期] 2017一季","经营活动产生的现金流量净额/流动负债
[报告期] 2017中报","经营活动产生的现金流量净额/流动负债
[报告期] 2017三季","经营活动产生的现金流量净额/流动负债
[报告期] 2017年报","经营活动产生的现金流量净额/流动负债
[报告期] 2018一季","经营活动产生的现金流量净额/流动负债
[报告期] 2018中报","资产负债率
[报告期] 2017一季
[单位] %","资产负债率
[报告期] 2017中报
[单位] %","资产负债率
[报告期] 2017三季
[单位] %","资产负债率
[报告期] 2017年报
[单位] %","资产负债率
[报告期] 2018一季
[单位] %","资产负债率
[报告期] 2018中报
[单位] %","债项评级
[交易日期] 2018-09-14
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-06-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-03-30
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-12-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-09-29
[评级机构] 全部评级机构","估价收益率(上清所)
[日期] 2018-09-14","估价收益率(上清所)
[日期] 2018-06-29","估价收益率(上清所)
[日期] 2018-03-30","估价收益率(上清所)
[日期] 2017-12-29","估价收益率(上清所)
[日期] 2017-09-29","估价修正久期(上清所)
[日期] 2018-09-14","估价修正久期(上清所)
[日期] 2018-06-29","估价修正久期(上清所)
[日期] 2018-03-30","估价修正久期(上清所)
[日期] 2017-12-29","估价修正久期(上清所)
[日期] 2017-09-29"
145339.SH,17保集债,,0.0393,,0.0762,,0.1644,,67.5166,,68.8058,,69.3817,AA,AA,AA,AA,AA,7.9082,7.9674,7.9035,8.1253,7.7861,0.4933,0.688,0.9199,1.0781,1.3157
145350.SH,17昊华06,-0.0089,0.011,0.0334,0.0874,0.0022,0.0269,67.8543,67.5026,67.3151,67.4275,67.9207,66.2088,AAA,AAA,AAA,AAA,AAA,5.7757,6.1651,6.2363,6.5588,6.2427,0.4187,0.6127,0.8463,1.0218,1.2623
145366.SH,17黔江01,,-0.1631,,0.0753,,-0.0259,,60.6692,,60.2499,,60.0145,AA,AA,AA,AA,AA,5.8058,5.9974,5.932,6.1018,5.9055,0.4349,0.6285,0.8658,1.0436,1.2857
145369.SH,17金杯02,0.0008,-0.0881,-0.0422,0.1598,-0.0062,0.139,96.3207,97.8885,98.5396,85.4121,85.2699,85.4887,AAA,AAA,AAA,AAA,AAA,6.6291,6.6699,6.3608,6.6539,6.0402,1.3052,1.5025,1.7414,1.8695,2.1168
145374.SH,17其亚02,,0.0125,,0.1408,,,,70.9136,,69.9311,,,AA,AA,AA,AA,AA,8.4646,8.5082,8.4543,8.0241,8.0188,0.4254,0.6193,0.8499,0.1584,0.3893
145376.SH,17晋能01,0.0515,0.069,0.1256,0.0565,0.0196,0.0685,78.8699,78.8678,78.9107,78.9141,78.6698,77.3563,AAA,AAA,AAA,AAA,AAA,6.7777,7.1706,7.2439,7.5465,7.2256,0.4451,0.6249,0.8563,1.0478,1.286
145377.SH,17鑫科02,,0.0197,,0.0265,,0.1087,,61.8409,,69.5501,,63.796,AA,AA,AA,AA,,7.6766,7.7555,7.5923,7.7903,,0.9794,1.1737,1.4086,1.6357,
145380.SH,17物流01,-0.0431,-0.0387,,,,,76.9111,76.6734,,,,,AA+,AA+,AA+,AA+,AA+,6.2154,6.5163,6.5447,6.752,6.386,1.3689,1.5583,1.7914,1.9099,2.1577
145393.SH,17润达02,-0.044,-0.0462,-0.0516,-0.0275,-0.0013,0.0465,47.9738,48.8543,60.0026,61.4256,62.4349,61.8174,AA,AA,AA,AA,,6.8772,6.9524,6.7858,6.9829,,1.0163,1.2121,1.449,1.6777,
145394.SH,17方洋01,-0.0382,0.0078,-0.0446,-0.0299,-0.0382,-0.002,65.0282,64.9099,65.9837,64.9978,65.7945,64.8772,AA,AA,AA,AA,AA,6.5606,6.6454,6.4294,6.577,6.1752,1.3291,1.5247,1.7655,1.8889,2.1384
145399.SH,17经贸01,,0.0308,,-0.1333,,0.0195,,54.7851,,54.2378,,57.4074,AA,AA,AA,AA,AA,6.2161,6.2473,6.1001,6.2666,5.9203,1.3389,1.5366,1.7761,1.9002,2.1482
145402.SH,17枝金01,,-0.4154,,-0.4243,,-0.1649,,67.6674,,69.6247,,70.9952,AA,AA,AA,AA,AA,6.7941,6.8199,6.6576,6.8317,6.4698,1.4454,1.6422,1.7671,1.994,2.2416
145412.SH,17UCR01,,,,,,,,,,,,,AAA,AAA,AAA,AAA,AAA,5.2492,5.6396,5.6919,6.0038,5.6681,0.4863,0.6808,0.916,1.0965,1.3389
145413.SH,17泰佳鑫,,-0.0499,,-0.0357,,0.081,,36.4666,,39.9887,,42.4775,AA,AA,AA,AA,AA,6.4653,6.7668,6.7951,7.0028,6.637,1.3533,1.5423,1.7748,1.8893,2.1365
145415.SH,17亿利01,0.0106,0.0661,0.1059,0.094,0.0194,0.0686,62.7473,61.7433,60.0908,64.7519,63.4648,63.205,AA+,AA+,AA+,AA+,AA+,7.7553,8.1132,8.0817,8.4986,6.3293,0.4653,0.6561,0.8872,1.0531,1.3276
145417.SH,17宿惠01,,-1.1117,,-0.5563,,0.0852,,55.7266,,56.1224,,58.1238,AA,AA,AA,AA,AA,6.1637,6.4877,6.532,6.7531,6.3761,1.7767,1.5546,1.7873,1.9088,2.3539
145418.SH,17融禾01,,-0.1296,,-0.2194,,-0.1131,,69.6289,,64.6092,,68.0691,AA,AA,AA,AA,AA,5.851,6.1497,6.177,6.3826,6.0166,1.3768,1.5668,1.8008,1.9253,2.1741
145421.SH,17廊控01,,-0.0313,,-0.0168,,0.0059,,75.6043,,77.0859,,77.9814,AA,AA,AA,AA,AA,5.2334,5.6213,5.6693,5.9786,5.6395,0.4918,0.6863,0.9215,1.1021,1.3447
145423.SH,17紫光01,,,,,,,,,,,,,AAA,AAA,AAA,AAA,AAA,5.5074,5.8497,5.8925,6.1022,5.7067,1.8006,1.9875,1.8045,2.1346,2.3881
145427.SH,17晋能02,0.0515,0.069,0.1256,0.0565,0.0196,0.0685,78.8699,78.8678,78.9107,78.9141,78.6698,77.3563,AAA,AAA,AAA,AAA,AAA,6.6296,7.0129,7.0684,7.3582,7.021,0.4782,0.6701,0.902,1.0944,1.3335
145436.SH,17住保01,,-0.2382,,-0.1808,,0.2071,,86.8511,,87.1106,,86.5676,AAA,AAA,AAA,AAA,AAA,5.2931,5.5868,5.6084,5.8106,5.4308,1.5015,1.6923,1.8321,2.0604,2.3115
145438.SH,17绿洲02,,-0.2316,,0.1173,,-0.1031,,53.7284,,60.7751,,61.0434,AA,AA,AA,AA,AA,7.37,7.4129,7.313,7.4365,,1.0219,1.2169,1.4527,1.6803,
145440.SH,17织里01,,-0.2006,,-0.5252,,-0.3086,,58.0989,,57.1898,,57.2147,AA,AA,AA,AA,AA,5.9474,6.2462,6.2733,6.4791,6.1121,1.3825,1.5724,1.8061,1.9289,2.1776
145450.SH,17廊控02,,-0.0313,,-0.0168,,0.0059,,75.6043,,77.0859,,77.9814,AA,AA,AA,AA,AA,5.6883,6.0863,6.1224,6.438,6.0914,0.5285,0.7219,0.9033,1.1321,1.3739
145452.SH,17大宁01,0.0852,0.0698,0.1311,0.3171,0.001,0.0264,52.4336,54.2099,54.7477,54.0337,58.9784,57.1825,AA+,AA+,AA+,AA+,,5.6054,5.5554,5.6803,5.9333,,3.4385,3.6406,3.8708,4.094,
145456.SH,17沣西债,-0.1137,-0.1196,-0.1139,0.0482,-0.1945,-0.1574,71.037,73.7703,76.6543,77.1565,75.8009,76.0091,AA,AA,AA,AA,AA,6.3139,6.6809,6.5051,6.7947,6.314,0.5268,0.7194,0.9269,1.1549,1.3589
145458.SH,17新能01,0.1556,-0.0083,,-0.0205,,-0.0304,48.6731,52.796,,50.9492,,52.5004,AAA,AAA,AAA,AAA,AAA,6.7255,6.8285,6.7121,6.9276,6.559,0.8247,0.9633,1.199,1.4278,1.6699
145459.SH,17鑫业01,,-0.0035,,0.131,,-0.053,,80.387,,84.0826,,84.7214,AA,AA,AA,AA,AA,9.049,8.3026,8.1881,8.1157,8.1077,0.5059,0.7101,0.0179,0.2496,0.4804
145462.SH,17洛新01,,-0.0889,-0.1542,-0.2499,-0.1219,-0.3216,,62.2433,62.5847,64.4753,64.7062,62.784,AA+,AA+,AA+,AA+,AA+,5.6804,6.0672,6.0523,6.2855,5.8792,1.4325,1.6199,1.7549,1.9813,2.232
145467.SH,17渝园债,,-0.1566,,-0.6849,,-0.1848,,73.6216,,44.2161,,44.8042,AA,AA,AA,AA,AA,6.2331,6.3202,6.0943,6.2388,5.8635,1.4258,1.6217,1.764,1.9936,2.2431
145470.SH,17常港01,,-0.5644,-0.9321,-1.1563,-0.1551,-0.1939,,50.2927,53.4836,50.2078,51.3343,48.0306,AA,AA,AA,AA,AA,6.5984,6.6724,6.083,6.2908,5.9207,1.4082,1.6038,1.7561,1.9834,2.2328
145474.SH,17天源债,,0.0073,,-0.0755,,0.0338,,77.5111,,69.2944,,69.7673,AA+,AA+,AA+,AA+,AA+,6.7475,6.7915,6.6703,6.885,6.4629,2.0445,2.2392,2.2105,2.4335,2.8365
145481.SH,17动力01,-0.0176,-0.088,-0.098,-0.0593,-0.0689,-0.0924,69.1744,57.5963,55.4694,52.0186,50.4043,51.5218,AA+,AA+,AA+,AA+,AA+,6.0235,6.0172,5.7084,6.0488,5.4281,1.4529,1.652,1.7935,2.0221,2.2719
145486.SH,17绿港01,,-0.154,-0.2948,-0.1888,0.1506,0.2252,,67.7547,67.689,70.4873,72.4487,72.7695,AA,AA,AA,AA,AA,6.3223,6.7447,6.7325,7.0297,6.6056,0.5641,0.7559,0.9316,1.1593,1.4016
145488.SH,17天源01,-0.9132,-1.4332,,-1.8225,,-0.3753,38.3778,40.484,,38.0467,,42.3161,AA,AA,AA,AA,AA,6.9313,6.9772,6.8137,7.0208,6.6483,1.6618,1.7431,1.9821,2.2072,2.4554
145489.SH,17绍兴01,,-0.2318,,-0.4754,,0.0275,,77.5969,,76.3475,,74.9136,AA,AA,AA,AA,AA,5.8138,6.2012,6.1743,6.4033,5.985,1.4745,1.6615,1.7931,2.0192,2.2703
145490.SH,17长安01,-0.0551,-0.065,-0.0876,-0.1083,0.0293,-0.0431,79.1253,77.7693,76.7932,72.8625,78.1549,76.5458,AA,AA,AA,AA,AA,7.3983,7.6024,6.2521,6.1426,6.1183,0.582,0.7712,0.0623,0.2982,0.5334
145492.SH,17任丘01,,-0.2771,,-0.5776,,-0.4447,,61.6018,,60.5378,,59.826,AA,AA,AA,AA,AA,7.1158,7.2375,7.0437,7.2188,6.8704,1.4184,1.6118,1.744,1.9706,2.2167
145496.SH,17工控01,-0.0586,-0.1411,,-0.1693,-0.0936,-0.0706,66.9592,71.5307,,74.3352,73.6477,73.3244,AA,AA,AA,AA,AA,6.2089,6.5038,6.5185,6.7183,6.3203,1.5748,1.7638,1.8862,2.1126,2.3624
145497.SH,17银控03,,,,,,,,,,,,,AA,AA,AA,AA,AA,7.0994,7.1678,6.9696,6.9027,6.8774,0.5697,0.7656,0.067,0.3013,0.5352
145498.SH,17银控04,,,,,,,,,,,,,AA,AA,AA,AA,AA,7.313,7.3474,7.2468,7.4662,7.1156,0.5701,0.7661,0.9359,1.1639,1.4036
145500.SH,17聚信01,0.6182,0.772,1.8062,0.0751,,0.3903,87.028,85.6962,85.5382,88.8839,,89.1847,AA,AA,AA,AA,AA,6.6984,6.7497,6.6443,6.8601,6.5054,0.5888,0.7858,0.9616,1.1909,1.4321
145501.SH,17泉丰01,,-0.1371,,-0.5033,,-0.25,,54.3659,,51.5238,,55.7256,AA,AA,AA,AA,AA,6.3959,6.4297,6.3872,6.5187,6.2737,0.5692,0.7664,0.9456,1.1752,2.0111
145502.SH,17欧控01,,-0.0774,,-0.0382,,0.0187,,74.2124,,75.6864,,78.8695,AAA,AAA,AAA,AAA,AAA,6.131,6.2235,6.1052,6.3162,5.9472,0.7966,0.9403,1.1773,1.4077,1.6511
145503.SH,17金洲02,,-2.4785,,-0.3178,,0.0077,,41.4798,,45.1845,,44.4235,AA,AA,AA,AA,AA,6.597,6.6664,6.5526,6.7675,6.4466,1.4472,1.6429,1.7779,2.0038,2.2502
145511.SH,17大装01,,-0.029,,0.0095,-0.0156,0.0043,,53.1361,,52.9019,52.3982,52.2956,AAA,AAA,AAA,AAA,,5.9827,6.307,6.3338,6.5445,,1.8808,2.0676,2.301,2.5267,
145520.SH,17定城01,-0.1741,-0.324,,-0.7095,,,64.0869,65.8933,,63.3101,,,AA,AA,AA,AA,AA,6.7752,6.8271,6.6648,6.8794,6.5055,1.7165,1.8006,2.04,2.2651,2.5139
145521.SH,17薛城01,,-0.0501,-0.1342,-0.104,,-0.0175,,55.6958,60.3064,61.3654,,66.3092,AA,AA,AA,AA,AA,6.9952,7.0375,6.8914,7.0812,6.7006,1.4572,1.653,1.7771,2.0033,2.2512
145523.SH,G17首Y1,0.0011,0.0506,0.1167,0.1355,0.0011,0.0366,66.9932,67.6326,66.9965,66.3999,67.037,69.4212,AAA,AAA,AAA,AAA,AAA,4.6458,5.3496,5.5473,5.8872,5.2255,1.5685,1.758,1.8945,2.123,2.375
145525.SH,17常港02,,-0.5644,-0.9321,-1.1563,-0.1551,-0.1939,,50.2927,53.4836,50.2078,51.3343,48.0306,AA,AA,AA,AA,AA,6.8368,6.8923,6.5093,6.7148,6.3357,1.4487,1.6445,1.7822,2.0085,2.2573
145527.SH,17UCR02,,,,,,,,,,,,,AAA,AAA,AAA,AAA,AAA,5.178,5.6128,5.6221,5.8852,5.4594,0.9249,1.0677,1.3035,1.5335,1.7799
145530.SH,17南翔01,0.0064,0.0045,-0.0619,0.0079,0.043,0.0698,58.4494,60.3623,60.8209,61.2221,59.1614,60.7855,AA,AA,AA,AA,AA,7.5996,7.6325,7.5239,7.7389,7.3835,0.5864,0.782,0.9491,1.1766,1.4157
145532.SH,17云投04,-0.0207,-0.0666,-0.0634,-0.0152,-0.0573,-0.0425,79.1096,80.3563,81.0677,77.3583,77.1502,78.8367,AAA,AAA,AAA,AAA,AAA,5.7525,6.2001,6.1559,6.4002,5.9491,1.7975,1.8773,2.1137,2.3387,2.5923
145541.SH,17腾越02,0.0007,-0.0136,0.0121,-0.6041,0.0222,-0.0152,56.3463,48.1308,54.2633,62.9409,58.8359,63.9016,AAA,AAA,AAA,AAA,,6.6312,6.9279,6.9335,7.1247,,1.0255,1.2151,1.4481,1.6753,
145562.SH,17红塔01,,-0.1041,,-0.569,,,,39.0437,,34.4949,,,AA,AA,AA,AA,AA,6.756,6.7754,6.5999,6.7729,6.3982,1.509,1.7059,1.8302,2.0572,2.3057
145564.SH,17方洋02,-0.0382,0.0078,-0.0446,-0.0299,-0.0382,-0.002,65.0282,64.9099,65.9837,64.9978,65.7945,64.8772,AA,AA,AA,AA,AA,6.5105,6.5871,6.3218,6.4512,6.0127,1.5304,1.7261,1.8607,2.0903,2.3424
145572.SH,17深业01,,-0.5773,,0.0262,,,,49.6331,,49.9858,,,AA+,AA+,AA+,AA+,AA+,7.7179,7.7671,7.4506,7.7722,7.1557,1.5352,1.7303,1.8385,2.0635,2.3097
145574.SH,17中盐01,0.0204,0.0448,0.0758,0.0923,0.0353,0.0571,79.0144,81.0566,80.2463,79.5504,78.5678,79.1244,AA+,AA+,AA+,AA+,AA+,5.6815,5.9734,5.9863,6.1836,5.7854,1.59,1.78,1.911,2.1384,2.3897
145580.SH,17华阔01,,-0.0221,,-0.6483,,,,51.6523,,51.3183,,,AA,AA,AA,AA,AA,6.9347,6.9638,6.8824,6.9922,6.7607,0.7009,0.8973,1.0719,1.3011,1.5428
145583.SH,17当涂01,-0.3871,-1.0085,,,,,21.9883,25.9998,,,,,AA,AA,AA,AA,AA,7.2655,7.1119,6.9124,7.2288,6.635,3.1665,3.369,3.3946,3.6131,3.8746
145584.SH,17建房01,-0.1888,-0.2279,-0.4538,-0.5358,-0.1817,-0.2297,75.0507,79.211,79.4801,75.244,77.6711,79.6781,AAA,AAA,AAA,AAA,AAA,5.3561,5.7106,5.7481,5.9796,5.6276,1.6343,1.8226,1.9577,2.1844,2.4342
145585.SH,17建房02,-0.1888,-0.2279,-0.4538,-0.5358,-0.1817,-0.2297,75.0507,79.211,79.4801,75.244,77.6711,79.6781,AAA,AAA,AAA,AAA,AAA,5.0759,5.5102,5.5746,5.8344,5.444,0.7366,0.9297,1.1151,1.3457,1.5906
145588.SH,17长隆02,,0.1579,,0.4395,,,,66.3581,,70.9335,,,AA+,AA+,AA+,AA+,AA+,5.999,6.3037,6.3269,6.5348,6.1379,1.6461,1.7283,1.9619,2.1882,2.4387
145589.SH,17枝金02,,-0.4154,,-0.4243,,-0.1649,,67.6674,,69.6247,,70.9952,AA,AA,AA,AA,AA,6.737,6.7901,6.6243,6.8417,6.4625,1.7665,1.8506,2.0903,2.3153,2.5645
145597.SH,17精功债,0.0058,0.0105,0.0233,0.0213,0.0252,0.0133,65.4509,66.5269,65.975,68.4465,68.1268,68.38,AA+,AA+,AA+,AA+,AA+,7.4629,7.4999,7.4209,7.536,7.3052,0.7173,0.9124,1.0819,1.31,1.5503
145602.SH,17佳源01,,0.096,0.1814,0.0971,0.005,0.004,,78.2943,79.0002,78.7734,79.3409,77.4153,AA,AA,AA,AA,AA,8.0376,7.9846,7.9838,8.019,7.9375,1.6015,0.0154,0.2464,0.4766,0.7091
145604.SH,17萍乡01,-0.085,0.0629,,-0.1572,,-0.1026,68.1022,68.2332,,59.7028,,62.5773,AA,AA,AA,AA,AA,6.3424,6.6507,6.6768,6.8877,6.4919,1.6401,1.7172,1.9499,2.1754,2.425
145605.SH,G7云水Y1,,0.0532,,0.0236,-0.0364,-0.0138,,75.2694,,75.813,76.7122,78.2654,AAA,AAA,AAA,AAA,AAA,6.5574,7.1533,7.1807,7.5216,6.8531,1.6151,1.8028,1.9164,2.1412,2.3898
145606.SH,17佳源02,,0.096,0.1814,0.0971,0.005,0.004,,78.2943,79.0002,78.7734,79.3409,77.4153,AA,AA,AA,AA,AA,8.5618,8.645,8.525,8.735,8.3639,0.7415,0.8622,1.0939,1.3192,1.5569
145608.SH,17雅居01,,,,,,,,,,,,,AAA,AAA,AAA,AAA,AA+,6.7183,7.1614,7.1832,7.4686,7.0697,0.7723,0.9014,1.1337,1.3602,1.6015
145610.SH,17天府01,,-0.0328,,0.0712,,0.0082,,32.9574,,32.9591,,34.0966,AA,AA,AA,AA,AA,7.6729,7.7137,7.546,7.7469,7.3718,1.6092,1.6782,1.9156,2.1395,2.3859
145615.SH,17仙居01,,0.1335,,-0.1003,,,,35.1616,,39.4471,,,AA,AA,AA,AA,AA,5.7267,6.1661,6.1861,6.4702,6.0727,0.7745,0.913,1.1474,1.376,1.6196
145616.SH,17南翔02,0.0064,0.0045,-0.0619,0.0079,0.043,0.0698,58.4494,60.3623,60.8209,61.2221,59.1614,60.7855,AA,AA,AA,AA,AA,7.573,7.6303,7.5121,7.7266,7.3568,0.7507,0.881,1.1148,1.3421,1.5821
145619.SH,17乌高01,-0.0383,-0.1997,-0.7587,0.2396,-0.0695,-0.1425,50.3179,54.4711,56.7531,58.9578,59.8066,58.499,AA+,AA+,AA+,AA+,AA+,5.6094,6.0348,5.9968,6.2381,5.8019,1.6789,1.763,1.9995,2.2251,2.4782
145625.SH,17金隅03,-0.0803,-0.105,-0.1271,-0.1073,-0.0332,-0.0317,69.9342,71.4204,71.3471,69.8899,70.633,69.9633,AAA,AAA,AAA,AAA,AAA,4.78,5.2583,5.3776,5.6701,5.2619,0.7907,0.9364,1.1708,1.4009,1.6469
145629.SH,17金隅04,-0.0803,-0.105,-0.1271,-0.1073,-0.0332,-0.0317,69.9342,71.4204,71.3471,69.8899,70.633,69.9633,AAA,AAA,AAA,AAA,AAA,5.0211,5.3478,5.4961,5.7001,5.3176,1.6941,1.7905,2.0214,2.2496,2.5018
145637.SH,17新中泰,-0.0276,0.0504,0.0805,-0.0221,0.0368,0.0465,70.5036,70.6716,71.0186,71.981,73.2736,73.4088,AA+,AA+,AA+,AA+,AA+,6.4076,6.7208,6.7515,6.9667,6.5711,1.6691,1.7455,1.978,2.2031,2.4525
145638.SH,17织里02,,-0.2006,,-0.5252,,-0.3086,,58.0989,,57.1898,,57.2147,AA,AA,AA,AA,AA,6.8995,7.2135,7.2435,7.459,7.0621,1.6497,1.7182,1.9496,2.1738,2.422
145641.SH,17家园01,,0.1618,,0.0644,,,,53.8837,,56.8849,,,AA,AA,AA,AA,AA,6.6745,6.7163,6.55,6.7523,6.3788,1.6529,1.7379,1.9775,2.2034,2.4522
145642.SH,17中盐02,0.0204,0.0448,0.0758,0.0923,0.0353,0.0571,79.0144,81.0566,80.2463,79.5504,78.5678,79.1244,AA+,AA+,AA+,AA+,AA+,5.8671,6.179,6.2102,6.4249,6.0315,1.6847,1.7701,2.0036,2.2299,2.4807
145643.SH,17平租01,-0.1462,-0.0976,-0.2105,-0.1291,-0.0848,-0.2266,87.2476,88.3938,89.5762,87.2941,88.1918,87.5858,AAA,AAA,AAA,AAA,AAA,5.1823,5.5195,5.5621,5.7922,5.4102,1.707,1.8025,2.0371,2.2641,2.516
145645.SH,17天目湖,-0.1881,-0.162,,0.2028,,0.1269,37.9481,36.9658,,36.4674,,29.4384,AA,AA,AA,AA,AA,6.1748,6.6678,6.2627,6.5499,6.1533,0.7882,0.9248,1.1665,1.3948,1.6385
145651.SH,17旋风01,0.0049,0.0088,-0.0001,0.0072,-0.0119,-0.0125,47.1228,48.5581,50.9158,54.1223,49.5449,57.2427,AA,AA,AA,AA,AA,8.095,8.2068,8.1077,8.3351,7.9771,0.7758,0.902,1.1342,1.36,1.5984
145652.SH,17山金Y1,0.0189,0.0603,0.0507,0.1196,-0.0291,-0.0256,73.1174,76.3387,70.9869,69.0404,66.6035,65.4866,AAA,AAA,AAA,AAA,AAA,5.0139,5.6594,6.2595,6.6291,5.9738,1.7012,1.7897,2.0128,2.2388,2.4895
145658.SH,17盛州01,,-0.4507,,-1.2047,,,,53.9791,,64.798,,,AA,AA,AA,AA,AA,8.4543,6.985,7.0026,7.0502,6.9931,0.7942,0.067,0.2994,0.5309,0.7659
145672.SH,17天山01,,-0.284,,-0.2791,,,,55.4254,,58.3621,,,AA,AA,AA,AA,AA,6.8896,6.9367,6.7734,6.9822,6.6093,1.673,1.7551,1.9941,2.2193,2.4676
145674.SH,17天宁01,-0.6717,-0.3025,-0.2994,-0.4209,-0.0386,-0.019,63.7927,62.9387,64.3394,63.933,64.873,63.7025,AA,AA,AA,AA,AA,7.3015,7.4163,7.1531,7.2779,6.8845,1.6713,1.7478,1.9893,2.2173,2.4658
145676.SH,17上虞01,0.0062,-0.0289,-0.0286,0.1016,-0.0699,0.0001,60.6815,61.0901,70.3843,68.0185,68.5995,69.2316,AA,AA,AA,AA,AA,6.213,6.2596,6.0971,6.3046,5.9337,1.6893,1.7825,2.0231,2.2496,2.4996
145684.SH,17东建01,,-0.1906,,-1.0115,,,,64.1055,,69.1278,,,AA,AA,AA,AA,AA,7.6679,7.7065,7.5913,7.7513,7.4719,1.6628,1.7314,1.9685,2.1918,2.4382
145686.SH,17昭投01,,-0.4275,,-0.5012,,-0.1446,,49.7235,,42.5345,,45.0222,AA,AA,AA,AA,AA,7.9067,8.0181,7.7463,7.8669,7.4658,1.6654,1.7312,1.9717,2.1987,2.4459
145688.SH,17上虞02,0.0062,-0.0289,-0.0286,0.1016,-0.0699,0.0001,60.6815,61.0901,70.3843,68.0185,68.5995,69.2316,AA,AA,AA,AA,AA,6.2016,6.2504,6.0893,6.2993,5.9292,1.6997,1.7933,2.0338,2.2603,2.5104
145691.SH,17鄱阳01,,-0.3572,,-1.1818,,-2.6146,,25.6288,,35.444,,34.4803,AA+,AA+,AA+,AA+,AA+,6.8977,6.9569,6.8987,7.032,6.811,0.8077,0.9435,1.1785,1.4069,1.6484
145699.SH,17长安02,-0.0551,-0.065,-0.0876,-0.1083,0.0293,-0.0431,79.1253,77.7693,76.7932,72.8625,78.1549,76.5458,AA,AA,AA,AA,AA,7.466,6.4672,6.5327,6.7136,6.5138,0.8925,0.1547,0.3881,0.6195,0.8564
145700.SH,17实达债,-0.0055,-0.0689,-0.0509,-0.0635,-0.1092,-0.122,57.4464,53.3224,52.4335,65.0487,66.1636,59.804,AA,AA,AA,AA,AA,7.4245,7.4688,7.5095,7.6635,,0.1567,0.3523,0.5834,0.8118,
145704.SH,17融和01,-0.0031,0.0003,0.0106,0.0344,0.0041,0.0098,86.049,86.9945,87.8966,88.3509,88.5513,89.2482,AAA,AAA,AAA,AAA,AAA,5.5278,5.9978,5.7667,6.0515,5.6351,0.8517,0.9933,1.2332,1.4624,1.7079
145706.SH,17腾越01,0.0007,-0.0136,0.0121,-0.6041,0.0222,-0.0152,56.3463,48.1308,54.2633,62.9409,58.8359,63.9016,AAA,AAA,AAA,AAA,AAA,6.7584,7.0719,7.092,7.2966,,0.9785,1.1677,1.4,1.6264,
145707.SH,17九通01,-0.0611,-0.1136,-0.2471,-0.2113,,-0.1547,81.3846,78.3877,69.3861,75.0269,,74.4173,AAA,AAA,AAA,AAA,AAA,6.0276,6.3346,6.352,6.561,6.253,0.871,1.007,1.2409,1.4691,1.7131
145709.SH,17金堂01,,-0.3624,-0.4484,-0.8655,,,,36.6163,40.9023,37.2073,,,AA,AA,AA,AA,AA,7.7523,7.8029,7.6374,7.8526,7.4741,1.6958,1.764,2.0012,2.2245,2.4709
145712.SH,17山金Y2,0.0189,0.0603,0.0507,0.1196,-0.0291,-0.0256,73.1174,76.3387,70.9869,69.0404,66.6035,65.4866,AAA,AAA,AAA,AAA,AAA,5.0132,5.6592,5.9984,6.3682,5.7117,1.7733,1.8641,2.0925,2.3189,2.5707
145713.SH,17玄武债,-0.0579,-0.1328,,,,,73.9429,80.8503,,,,,AA,AA,AA,AA,AA,5.7348,6.0498,6.0804,6.2954,5.8961,1.7503,1.8372,2.0711,2.2975,2.549
145716.SH,17平租03,-0.1462,-0.0976,-0.2105,-0.1291,-0.0848,-0.2266,87.2476,88.3938,89.5762,87.2941,88.1918,87.5858,AAA,AAA,AAA,AAA,AAA,5.3823,5.7256,5.7677,5.9983,5.6063,1.7857,1.8766,2.1107,2.3371,2.5891
145717.SH,17物流03,-0.0431,-0.0387,,,,,76.9111,76.6734,,,,,AA+,AA+,AA+,AA+,AA+,6.7224,7.0441,7.0739,7.2903,6.8789,1.6998,1.8858,2.1175,2.3418,2.5915
145723.SH,17物流02,-0.0431,-0.0387,,,,,76.9111,76.6734,,,,,AA+,AA+,AA+,AA+,AA+,6.7664,7.0851,7.1155,7.3323,6.9274,1.7429,1.8126,2.0443,2.2686,2.5177
145727.SH,17文投02,,-0.1277,,-0.033,,0.1034,,56.8302,,58.5929,,57.5092,AA,AA,AA,AA,AA,6.5,6.4838,6.5338,6.6667,6.5261,0,0.1984,0.4315,0.6626,0.8997
145729.SH,G17启迪1,0.0061,-0.1182,-0.1475,-0.0221,-0.071,-0.0379,69.0808,69.9782,71.5863,71.0587,72.4543,73.6497,AA+,AA+,AA+,AA+,AA+,5.9676,6.2837,6.314,6.5292,6.127,1.7628,1.8454,2.0789,2.3048,2.5558
145730.SH,17华建03,0.0094,0.0083,,0.0538,,,77.5434,76.7369,,77.234,,,AA+,AA+,AA+,AA+,,6.4573,6.5342,6.5844,6.7402,,0.1539,0.3506,0.5836,0.8138,
145733.SH,17常投01,,-0.0142,,-0.0144,,,,53.2504,,52.5279,,,AAA,AAA,AAA,AAA,AAA,5.7179,6.0333,6.0635,6.2782,5.8768,1.7691,1.8558,2.0898,2.3163,2.568
