,TRADE_CODE,SEC_NAME,AMOUNT,MATURITYDATE,CARRYDATE,COUPONRATE,COUPONTXT,CLOSE,LATESTPAR,INTERESTFREQUENCY,CASHFLOW_TTM,DEBTTOASSETS,WGSD_LIABS_CURR,ISSUERSHORTENED,ISSUEAMOUNT,COUPONDATETXT,DIRTYPRICE,CLEANPRICE,WGSD_OPER_CF,YIELD_CNBD,DIRTY_CNBD,NET_CNBD,MODIDURA_SHC,ACCRUEDINTEREST_SHC,VOBP_SHC,CNVXTY_SHC,LASTDATE_SHC
143246.SH,143246,17电投14,AAA,2022/8/11 0:00,2017/8/11 0:00,4.64,"20170811-20200810,票面利率:4.64%;20200811-20220810,票面利率:4.64%+调整基点",99.9,100,1,5227570408,81.3829,,国家电投,560000000,"每年8月11日付息,节假日顺延",100.3322,99.9,,,,,,,,,2018/9/13 0:00
143245.SH,143245,17电投13,AAA,2020/8/11 0:00,2017/8/11 0:00,4.58,"20170811-20190810,票面利率:4.58%;20190811-20200810,票面利率:4.58%+调整基点",100.4,100,1,5227570408,81.3829,,国家电投,940000000,"每年8月11日付息,节假日顺延",100.8266,100.4,,,,,,,,,2018/9/13 0:00
143240.SH,143240,17电投12,AAA,2022/8/9 0:00,2017/8/9 0:00,4.5,"20170809-20200808,票面利率:4.5%;20200809-20220808,票面利率:4.5%+调整基点",100,100,1,5227570408,81.3829,,国家电投,430000000,"每年8月9日付息,节假日顺延",100.4438,100,,,,,,,,,2018/9/13 0:00
143239.SH,143239,17电投11,AAA,2020/8/9 0:00,2017/8/9 0:00,4.45,"20170809-20190808,票面利率:4.45%;20190809-20200808,票面利率:4.45%+调整基点",99.93,100,1,5227570408,81.3829,,国家电投,1070000000,"每年8月9日付息,节假日顺延",100.3689,99.93,,,,,,,,,2018/9/13 0:00
143194.SH,143194,17电投10,AAA,2022/7/24 0:00,2017/7/24 0:00,4.45,"20170724-20200723,票面利率:4.45%;20200724-20220723,票面利率:4.45%+调整基点",99.73,100,1,5227570408,81.3829,,国家电投,700000000,"每年7月24日付息,节假日顺延",100.364,99.73,,,,,,,,,2018/9/13 0:00
143193.SH,143193,17电投09,AAA,2020/7/24 0:00,2017/7/24 0:00,4.4,"20170724-20190723,票面利率:4.4%;20190724-20200723,票面利率:4.4%+调整基点",99.76,100,1,5227570408,81.3829,,国家电投,1300000000,"每年7月24日付息,节假日顺延",100.3868,99.76,,,,,,,,,2018/9/13 0:00
143163.SH,143163,17电投08,AAA,2022/7/12 0:00,2017/7/12 0:00,4.53,"20170712-20200711,票面利率:4.53%;20200712-20220711,票面利率:4.53%+调整基点",100,100,1,5227570408,81.3829,,国家电投,500000000,"每年7月12日付息,节假日顺延",100.7943,100,,,,,,,,,2018/9/13 0:00
143162.SH,143162,17电投07,AAA,2020/7/12 0:00,2017/7/12 0:00,4.49,"20170712-20190711,票面利率:4.49%;20190712-20200711,票面利率:4.49%+调整基点",100.35,100,1,5227570408,81.3829,,国家电投,1500000000,"每年7月12日付息,节假日顺延",101.1373,100.35,,,,,,,,,2018/9/13 0:00
143161.SH,143161,17电投06,AAA,2022/7/10 0:00,2017/7/10 0:00,4.6,"20170710-20200709,票面利率:4.6%;20200710-20220709,票面利率:4.6%+调整基点",99.65,100,1,5227570408,81.3829,,国家电投,900000000,"每年7月10日付息,节假日顺延",100.4818,99.65,,,,,,,,,2018/9/13 0:00
143160.SH,143160,17电投05,AAA,2020/7/10 0:00,2017/7/10 0:00,4.5,"20170710-20190709,票面利率:4.5%;20190710-20200709,票面利率:4.5%+调整基点",100.9,100,1,5227570408,81.3829,,国家电投,1100000000,"每年7月10日付息,节假日顺延",101.7137,100.9,,,,,,,,,2018/9/13 0:00
143121.SH,143121,17电投04,AAA,2022/5/22 0:00,2017/5/22 0:00,4.8,"20170522-20200521,票面利率:4.8%;20200522-20220521,票面利率:4.8%+调整基点",100,100,1,5227570408,81.3829,,国家电投,500000000,"每年5月22日付息,节假日顺延",101.5123,100,,,,,,,,,2018/9/13 0:00
143120.SH,143120,17电投03,AAA,2020/5/22 0:00,2017/5/22 0:00,4.79,"20170522-20190521,票面利率:4.79%;20190522-20200521,票面利率:4.79%+调整基点",100.5,100,1,5227570408,81.3829,,国家电投,2000000000,"每年5月22日付息,节假日顺延",102.0092,100.5,,,,,,,,,2018/9/13 0:00
143115.SH,143115,17电投02,AAA,2022/5/17 0:00,2017/5/17 0:00,4.85,"20170517-20200516,票面利率:4.85%;20200517-20220516,票面利率:4.85%+调整基点",100.55,100,1,5227570408,81.3829,,国家电投,830000000,"每年5月17日付息,节假日顺延",102.1445,100.55,,,,,,,,,2018/9/13 0:00
143114.SH,143114,17电投01,AAA,2020/5/17 0:00,2017/5/17 0:00,4.8,"20170517-20190516,票面利率:4.8%;20190517-20200516,票面利率:4.8%+调整基点",100.75,100,1,5227570408,81.3829,,国家电投,2670000000,"每年5月17日付息,节假日顺延",102.3281,100.75,,,,,,,,,2018/9/13 0:00
143203.SH,143203,17电控01,AAA,2020/7/25 0:00,2017/7/25 0:00,4.5,4.50%,100.38,100,1,1288802419,59.1038,,北京电控,1380000000,"每年7月25日付息,节假日顺延",101.0088,100.38,,,,,,,,,2018/9/13 0:00
112629.SZ,112629,17电科01,AAA,2020/12/26 0:00,2017/12/26 0:00,5.28,5.28%,102.35,100,1,-1269926291,46.5997,,中国电科,1100000000,"每年12月26日付息,节假日顺延",106.14,102.35,,,,,,,,,2018/9/13 0:00
127631.SH,127631,17当经债,AAA,2024/9/11 0:00,2017/9/11 0:00,6,6.00%,100,100,1,103658812.5,64.9765,,当涂经开区建投,600000000,"每年9月11日付息,节假日顺延",100.0493,100,,,,,,,,,2018/9/13 0:00
145792.SH,145792,17东广01,AAA,2022/9/15 0:00,2017/9/15 0:00,5.8,5.80%,100,100,1,-38524600,,,东方广益,1500000000,"每年9月15日付息,节假日顺延",105.7841,100,,,,,,,,,2018/9/13 0:00
143233.SH,143233,17东方债,AAA,2027/8/3 0:00,2017/8/3 0:00,4.98,4.98%,100,100,1,3040910774,76.9251,,东方证券,4000000000,"每年8月3日付息,节假日顺延",100.573,100,-6812997000,,,,,,,,2018/9/13 0:00
116757.SZ,116757,17诚正A,AAA,2020/6/5 0:00,2017/12/1 0:00,7.45,预期收益率7.45%,100,100,,,,,诚正科技小贷,370000000,,,100,,,,,,,,,1899-12-30 00:00:00
114199.SZ,114199,17长证02,AAA,2022/7/27 0:00,2017/7/27 0:00,5.08,5.08%,99.104,100,1,-4136678403,66.7414,,长城证券,780000000,"每年7月27日付息,节假日顺延",99.786,99.104,,,,,,,,,2018/9/13 0:00
143227.SH,143227,17船重01,AAA,2022/8/7 0:00,2017/8/7 0:00,4.55,"20170807-20200806,票面利率:4.55%;20200807-20220806,票面利率:4.55%+调整基点",99.4,100,1,3277314551,59.3201,,中船重工,2000000000,"每年8月7日付息,节假日顺延",99.8737,99.4,,,,,,,,,2018/9/13 0:00
114198.SZ,114198,17长证01,AAA,2020/7/27 0:00,2017/7/27 0:00,5,5%,103.7448,100,1,-4136678403,66.7414,,长城证券,2220000000,"每年7月27日付息,节假日顺延",104.416,103.7448,,,,,,,,,2018/9/13 0:00
127485.SH,127485,17枞阳债,AAA,2024/4/25 0:00,2017/4/25 0:00,5.85,5.85%,100,100,1,-464629452.7,60.0788,,枞阳投资,1000000000,"每年4月25日付息,节假日顺延",102.2759,100,,,,,,,,,2018/9/13 0:00
143139.SH,143139,17长园债,AAA,2022/7/13 0:00,2017/7/13 0:00,5.67,"20170713-20200712,票面利率:5.67%;20200713-20220712,票面利率:5.67%+上调基点",99.69,100,1,541241522.2,59.9951,7874129540,长园集团,1000000000,"每年7月13日付息,节假日顺延",100.6687,99.69,140745069.5,,,,,,,,2018/9/13 0:00
127473.SH,127473,17慈溪债,AAA,2024/4/7 0:00,2017/4/7 0:00,4.9,4.90%,100,100,1,1034385682,68.8587,,慈溪国投,950000000,"每年4月7日付息,节假日顺延",102.1479,100,,,,,,,,,2018/9/13 0:00
116741.SZ,116741,17财先B,AAA,2019/6/25 0:00,2017/11/24 0:00,6.9,预期收益率6.9%,94.4388,100,4,,,,先锋太盟,26000000,"每年0325,0625,0925,1225付息,节假日顺延",95.97,94.4388,,,,,,,,,1899-12-30 00:00:00
116740.SZ,116740,17财先A2,AAA,2019/3/25 0:00,2017/11/24 0:00,5.8,预期收益率5.8%,95.3229,100,4,,,,先锋太盟,61000000,"每年0325,0625,0925,1225付息,节假日顺延",96.61,95.3229,,,,,,,,,1899-12-30 00:00:00
116739.SZ,116739,17财先A1,AAA,2018/9/25 0:00,2017/11/24 0:00,6,预期收益率6%,6.1421,8.1,4,,,,先锋太盟,140000000,"每年0325,0625,0925,1225付息,节假日顺延",6.25,6.1421,,,,,,,,,1899-12-30 00:00:00
146616.SH,146616,17畅星01,AAA,2022/9/13 0:00,2017/9/13 0:00,5.7,预期收益率为5.7%,100,100,1,,,,北京畅和,1368000000,"每年2月5日付息,节假日顺延",103.4512,100,,,,,,,,,1899-12-30 00:00:00
112584.SZ,112584,17创维P1,AAA,2022/9/15 0:00,2017/9/15 0:00,5.36,"20170915-20200914,票面利率:5.36%;20200915-20220914,票面利率:5.36%+调整基点",99.45,100,1,,,27716000000,创维数码,2000000000,"每年9月15日付息,节假日顺延",104.7953,99.45,-579000000,,,,,,,,2018/9/13 0:00
112627.SZ,112627,17创投S1,AAA,2022/12/18 0:00,2017/12/18 0:00,5.2,5.20%,100,100,1,1122700712,48.3123,,深创投,550000000,"每年12月18日付息,节假日顺延",103.8466,100,,,,,,,,,2018/9/13 0:00
145733.SH,145733,17常投01,AAA,2022/8/18 0:00,2017/8/18 0:00,5.85,"20170818-20200817,票面利率:5.85%;20200818-20220817,票面利率:5.85%+上调基点",100,100,1,127334010.3,52.5279,,Changzhou Industrial Investment Group,500000000,"每年8月18日付息,节假日顺延",100.4327,100,,,,,,,,,2018/9/13 0:00
143069.SH,143069,17川投01,AAA,2022/4/14 0:00,2017/4/14 0:00,4.39,"20170414-20200413,票面利率:4.39%;20200414-20220413,票面利率:4.39%+调整基点",100.3,100,1,713527498.5,44.0404,,川投集团,2000000000,"每年4月14日付息,节假日顺延",102.1402,100.3,,,,,,,,,2018/9/13 0:00
127468.SH,127468,17长经01,AAA,2024/3/3 0:00,2017/3/3 0:00,4.78,4.78%,100,100,1,-374341768.7,58.5929,,长沙经开,1000000000,"每年3月3日付息,节假日顺延",102.5537,100,,,,,,,,,2018/9/13 0:00
143200.SH,143200,17产发01,AAA,2027/7/25 0:00,2017/7/25 0:00,4.85,"20170725-20220724,票面利率:4.85%;20220725-20270724,票面利率:4.85%+调整基点",99.15,100,1,453605938.9,41.4654,,产发集团,1000000000,"每年7月25日付息,节假日顺延",99.8277,99.15,,,,,,,,,2018/9/13 0:00
143360.SH,143360,17川发01,AAA,2024/10/25 0:00,2017/10/25 0:00,5.09,"20171025-20221024,票面利率:5.09%;20221025-20241024,票面利率:5.09%+上调基点",102.8,100,1,28059171070,70.9482,,四川发展,4000000000,"每年10月25日付息,节假日顺延",107.3182,102.8,,,,,,,,,2018/9/13 0:00
143081.SH,143081,17长电01,AAA,2020/7/11 0:00,2017/7/11 0:00,4.5,4.50%,100.6,100,1,302910108.1,54.7363,59702985790,长江电力,2500000000,"每年7月11日付息,节假日顺延",101.4014,100.6,39693165066,,,,,,,,2018/9/13 0:00
114112.SZ,114112,17长城债,AAA,2020/1/23 0:00,2017/1/23 0:00,5.7,"20170123-20190122,票面利率:5.7%;20190123-20200122,票面利率:5.7%+上调基点",96.3458,100,1,289073221.6,33.0389,370086237.4,文化长城,350000000,"每年1月23日付息,节假日顺延",100,96.3458,121821979.9,,,,,,,,2018/9/13 0:00
143300.SH,143300,17兵装09,AAA,2027/9/18 0:00,2017/9/18 0:00,5,5%,100,100,1,-5653633013,68.9597,,兵装集团,600000000,"每年9月18日付息,节假日顺延",104.9452,100,,,,,,,,,2018/9/13 0:00
143299.SH,143299,17兵装08,AAA,2024/9/18 0:00,2017/9/18 0:00,4.85,"20170918-20220917,票面利率:4.85%;20220918-20240917,票面利率:4.85%+调整基点",100,100,1,-5653633013,68.9597,,兵装集团,900000000,"每年9月18日付息,节假日顺延",104.7968,100,,,,,,,,,2018/9/13 0:00
143298.SH,143298,17兵装07,AAA,2022/9/18 0:00,2017/9/18 0:00,4.7,"20170918-20200917,票面利率:4.7%;20200918-20220917,票面利率:4.7%+调整基点",101.6,100,1,-5653633013,68.9597,,兵装集团,1500000000,"每年9月18日付息,节假日顺延",106.2485,101.6,,,,,,,,,2018/9/13 0:00
143170.SH,143170,17兵装06,AAA,2027/7/13 0:00,2017/7/13 0:00,4.9,4.90%,100,100,1,-5653633013,68.9597,,兵装集团,2000000000,"每年7月13日付息,节假日顺延",100.8458,100,,,,,,,,,2018/9/13 0:00
143169.SH,143169,17兵装05,AAA,2022/7/13 0:00,2017/7/13 0:00,4.55,"20170713-20200712,票面利率:4.55%;20200713-20220712,票面利率:4.55%+调整基点",99.5,100,1,-5653633013,68.9597,,兵装集团,2000000000,"每年7月13日付息,节假日顺延",100.2853,99.5,,,,,,,,,2018/9/13 0:00
143129.SH,143129,17兵装04,AAA,2027/6/6 0:00,2017/6/6 0:00,5.04,5.04%,101.3,100,1,-5653633013,68.9597,,兵装集团,2000000000,"每年6月6日付息,节假日顺延",102.6808,101.3,,,,,,,,,2018/9/13 0:00
143077.SH,143077,17兵装02,AAA,2022/4/19 0:00,2017/4/19 0:00,4.6,"20170419-20200418,票面利率:4.6%;20200419-20220418,票面利率:4.6%+调整基点",99.5,100,1,-5653633013,68.9597,,兵装集团,2000000000,"每年4月19日付息,节假日顺延",101.3652,99.5,,,,,,,,,2018/9/13 0:00
143076.SH,143076,17兵装01,AAA,2020/4/19 0:00,2017/4/19 0:00,4.45,"20170419-20190418,票面利率:4.45%;20190419-20200418,票面利率:4.45%+调整基点",99.9,100,1,-5653633013,68.9597,,兵装集团,2000000000,"每年4月19日付息,节假日顺延",101.7044,99.9,,,,,,,,,2018/9/13 0:00
114256.SZ,114256,17渤租01,AAA,2020/11/15 0:00,2017/11/15 0:00,6.6,"20171115-20191114,票面利率:6.6%;20191115-20201114,票面利率:6.6%+调整基点",99.1861,100,1,2637091000,89.3049,,天津渤海租赁,1000000000,"每年11月15日付息,节假日顺延",104.665,99.1861,,,,,,,,,2018/9/13 0:00
132013.SH,132013,17宝武EB,AAA,2020/11/24 0:00,2017/11/24 0:00,1,1.00%,100.68,100,1,10416746061,53.9321,,中国宝武,15000000000,"每年11月24日付息,节假日顺延",101.4855,100.68,,,,,,,,,1899-12-30 00:00:00
127572.SH,127572,17包头02,AAA,2024/8/10 0:00,2017/8/10 0:00,5.31,5.31%,100,100,1,1292218646,78.0044,,包头建投,1500000000,"每年8月10日付息,节假日顺延",100.5092,100,,,,,,,,,2018/9/13 0:00
127550.SH,127550,17包头01,AAA,2024/7/27 0:00,2017/7/27 0:00,5.25,5.25%,97.7,100,1,1292218646,78.0044,,包头建投,1500000000,"每年7月27日付息,节假日顺延",98.4048,97.7,,,,,,,,,2018/9/13 0:00
150049.SH,150049,17博天01,AAA,2022/12/19 0:00,2017/12/19 0:00,6.5,"20171219-20201218,票面利率:6.5%;20201219-20221218,票面利率:6.5%+上调基点",100,100,1,109247711.7,78.0121,4143589777,博天环境,300000000,"每年12月19日付息,节假日顺延",104.7904,100,-465368455.9,,,,,,,,2018/9/13 0:00
139347.SH,139347,17博山债,AAA,2024/3/29 0:00,2017/3/29 0:00,5.63,5.63%,100,100,1,-339910239.4,64.0508,,淄博资产,800000000,"每年3月29日付息,节假日顺延",102.6068,100,,,,,,,,,2018/9/13 0:00
143072.SH,143072,17北汽集,AAA,2020/4/17 0:00,2017/4/17 0:00,4.35,4.35%,99.35,100,1,6079910637,67.38,,北汽集团,1000000000,"每年4月17日付息,节假日顺延",101.1377,99.35,,,,,,,,,2018/9/13 0:00
143112.SH,143112,17兵器03,AAA,2027/5/16 0:00,2017/5/16 0:00,5.05,5.05%,100,100,1,1438982700,60.0254,,中国兵器,1000000000,"每年5月16日付息,节假日顺延",101.6741,100,,,,,,,,,2018/9/13 0:00
136892.SH,136892,17北汽01,AAA,2024/1/20 0:00,2017/1/20 0:00,4.29,"20170120-20220119,票面利率:4.29%;20220120-20240119,票面利率:4.29%+调整基点",97,100,1,-12149892.15,23.6551,,北汽投,800000000,"每年1月20日付息,节假日顺延",99.7856,97,,,,,,,,,2018/9/13 0:00
143048.SH,143048,17兵器01,AAA,2022/4/12 0:00,2017/4/12 0:00,4.24,"20170412-20200411,票面利率:4.24%;20200412-20220411,票面利率:4.24%+调整基点",100.15,100,1,1438982700,60.0254,,中国兵器,2000000000,"每年4月12日付息,节假日顺延",101.9505,100.15,,,,,,,,,2018/9/13 0:00
143261.SH,143261,17百联01,AAA,2022/8/28 0:00,2017/8/28 0:00,4.69,"20170828-20200827,票面利率:4.69%;20200828-20220827,票面利率:4.69%+调整基点",100,100,1,757769501.9,61.4619,,百联集团,1200000000,"每年8月28日付息,节假日顺延",100.2184,100,,,,,,,,,2018/9/13 0:00
143364.SH,143364,17北控02,AAA,2022/10/30 0:00,2017/10/30 0:00,5,5%,100,100,1,118552646.3,68.7,,北控,2000000000,"每年10月30日付息,节假日顺延",104.3699,100,,,,,,,,,2018/9/13 0:00
127667.SH,127667,17宝开02,AAA,2024/10/17 0:00,2017/10/17 0:00,5.49,5.49%,100,100,1,204396822,33.6957,,宝应开投,600000000,"每年10月17日付息,节假日顺延",104.9936,100,,,,,,,,,2018/9/13 0:00
127585.SH,127585,17宝开01,AAA,2024/8/21 0:00,2017/8/21 0:00,5.45,5.45%,100,100,1,204396822,33.6957,,宝应开投,600000000,"每年8月21日付息,节假日顺延",100.3584,100,,,,,,,,,2018/9/13 0:00
127545.SH,127545,17毕节02,AAA,2024/8/3 0:00,2017/8/3 0:00,5.55,5.55%,100,100,1,-284581439.7,60.4891,,毕节建投,500000000,"每年8月3日付息,节假日顺延",100.6386,100,,,,,,,,,2018/9/13 0:00
127496.SH,127496,17毕节01,AAA,2024/7/6 0:00,2017/7/6 0:00,5.78,5.78%,100.56,100,1,-284581439.7,60.4891,,毕节建投,1230000000,"每年7月6日付息,节假日顺延",101.6685,100.56,,,,,,,,,2018/9/13 0:00
145806.SH,145806,17本钢01,AAA,2020/11/27 0:00,2017/11/27 0:00,6,"20171127-20181126,票面利率:6%;20181127-20201126,票面利率:6%+调整基点",100,100,1,-5478546862,74.8788,,本钢集团,1300000000,"每年11月27日付息,节假日顺延",104.7836,100,,,,,,,,,2018/9/13 0:00
143303.SH,143303,17北方02,AAA,2022/9/19 0:00,2017/9/19 0:00,5.12,"20170919-20200918,票面利率:5.12%;20200919-20220918,票面利率:5.12%+上调基点",99.6,100,1,-2729735201,48.3106,6039390778,北方稀土,1600000000,"每年9月19日付息,节假日顺延",104.6499,99.6,-1809214661,,,,,,,,2018/9/13 0:00
143039.SH,143039,17北方01,AAA,2022/3/20 0:00,2017/3/20 0:00,5,"20170320-20200319,票面利率:5%;20200320-20220319,票面利率:5%+上调基点",100.2,100,1,-2729735201,48.3106,6039390778,北方稀土,2000000000,"每年3月20日付息,节假日顺延",102.6384,100.2,-1809214661,,,,,,,,2018/9/13 0:00
143407.SH,143407,17不动02,AAA,2022/11/20 0:00,2017/11/20 0:00,5.27,"20171120-20201119,票面利率:5.27%;20201120-20221119,票面利率:5.27%+调整基点",100,100,1,4343128460,61.6649,,平安不动产,500000000,"每年11月20日付息,节假日顺延",104.3026,100,,,,,,,,,2018/9/13 0:00
143306.SH,143306,17不动01,AAA,2022/9/18 0:00,2017/9/18 0:00,4.88,"20170918-20200917,票面利率:4.88%;20200918-20220917,票面利率:4.88%+调整基点",100.63,100,1,4343128460,61.6649,,平安不动产,2000000000,"每年9月18日付息,节假日顺延",105.4565,100.63,,,,,,,,,2018/9/13 0:00
127483.SH,127483,17宝城投,AAA,2024/4/18 0:00,2017/4/18 0:00,5.05,5.05%,97.57,100,1,-1318770200,75.4575,,宝鸡城投,800000000,"每年4月18日付息,节假日顺延",99.6315,97.57,,,,,,,,,2018/9/13 0:00
112577.SZ,112577,17宝安02,AAA,2022/8/29 0:00,2017/8/29 0:00,6.08,6.08%,99.9,100,1,1187944902,63.3121,11095473345,中国宝安集团,1000000000,"每年8月29日付息,节假日顺延",100.1665,99.9,390907160.9,,,,,,,,2018/9/13 0:00
116776.SZ,116776,17安心优,AAA,2019/5/26 0:00,2017/12/15 0:00,6.8,预期收益率为6.8%,26.1574,26.16,12,,,,安信安心,424000000,"每月26日付息,节假日顺延",26.25,26.1574,,,,,,,,,1899-12-30 00:00:00
136718.SH,136718,16浙证债,AAA,2021/9/23 0:00,2016/9/23 0:00,3.08,"20160923-20190922,票面利率:3.08%;20190923-20210922,票面利率:3.08%+上调基点",98.6,100,1,-5655048525,74.4637,,浙商证券,1900000000,"每年9月23日付息,节假日顺延",101.6041,98.6,-11007414537,,,,,,,,2018/9/13 0:00
118526.SZ,118526,16中置01,AAA,2019/3/3 0:00,2016/3/3 0:00,4.75,"20160303-20180302,票面利率:4.75%;20180303-20190302,票面利率:6.50%",99.6404,100,1,-2478352731,73.7559,,中冶置业,3500000000,"每年3月3日付息,节假日顺延",103.113,99.6404,,,,,,,,,2018/9/13 0:00
145256.SH,145256,16中冶Y1,AAA,2019/12/14 0:00,2016/12/14 0:00,5.5,5.50%,100,100,1,5351044500,77.8444,,中冶集团,1000000000,"每年12月14日付息,节假日顺延",104.1288,100,,,,,,,,,2018/9/13 0:00
136319.SH,136319,16中油06,AAA,2026/3/24 0:00,2016/3/24 0:00,3.6,3.60%,92,100,1,2939000000,42.5504,5.76667E+11,中国石油,2000000000,"每年3月24日付息,节假日顺延",93.7162,92,3.66655E+11,,,,,,,,2018/9/13 0:00
136318.SH,136318,16中油05,AAA,2021/3/24 0:00,2016/3/24 0:00,3.08,3.08%,97.55,100,1,2939000000,42.5504,5.76667E+11,中国石油,9500000000,"每年3月24日付息,节假日顺延",99.0183,97.55,3.66655E+11,,,,,,,,2018/9/13 0:00
136254.SH,136254,16中油04,AAA,2026/3/3 0:00,2016/3/3 0:00,3.7,3.70%,88.3,100,1,2939000000,42.5504,5.76667E+11,中国石油,2300000000,"每年3月3日付息,节假日顺延",90.2767,88.3,3.66655E+11,,,,,,,,2018/9/13 0:00
136253.SH,136253,16中油03,AAA,2021/3/3 0:00,2016/3/3 0:00,3.15,3.15%,97.66,100,1,2939000000,42.5504,5.76667E+11,中国石油,12700000000,"每年3月3日付息,节假日顺延",99.3429,97.66,3.66655E+11,,,,,,,,2018/9/13 0:00
136165.SH,136165,16中油02,AAA,2026/1/19 0:00,2016/1/19 0:00,3.5,3.50%,93.16,100,1,2939000000,42.5504,5.76667E+11,中国石油,4700000000,"每年1月19日付息,节假日顺延",95.4422,93.16,3.66655E+11,,,,,,,,2018/9/13 0:00
135646.SH,135646,16卓越02,AAA,2019/7/22 0:00,2016/7/22 0:00,5.8,"20160722-20180721,票面利率:5.8%;20180722-20190721,票面利率:7.3%",100,100,1,1954672.63,57.0732,,世纪城,1605000000,"每年7月22日付息,节假日顺延",101.08,100,,,,,,,,,2018/9/13 0:00
136164.SH,136164,16中油01,AAA,2021/1/19 0:00,2016/1/19 0:00,3.03,3.03%,97.5,100,1,2939000000,42.5504,5.76667E+11,中国石油,8800000000,"每年1月19日付息,节假日顺延",99.4757,97.5,3.66655E+11,,,,,,,,2018/9/13 0:00
136831.SH,136831,16中信G2,AAA,2021/11/17 0:00,2016/11/17 0:00,3.38,3.38%,97.6,100,1,1453781885,75.5197,,中信证券,2500000000,"每年11月17日付息,节假日顺延",100.3873,97.6,-66702613000,,,,,,,,2018/9/13 0:00
136830.SH,136830,16中信G1,AAA,2019/11/17 0:00,2016/11/17 0:00,3.26,3.26%,99.28,100,1,1453781885,75.5197,,中信证券,12500000000,"每年11月17日付息,节假日顺延",101.9684,99.28,-66702613000,,,,,,,,2018/9/13 0:00
136292.SH,136292,16中星01,AAA,2021/3/16 0:00,2016/3/16 0:00,3.2,"20160316-20190315,票面利率:3.2%;20190316-20210315,票面利率:3.2%+上调基点",99.5,100,1,-3895994281,72.8119,,上海中星,3700000000,"每年3月16日付息,节假日顺延",101.0956,99.5,,,,,,,,,2018/9/13 0:00
135495.SH,135495,16中铁建,AAA,2021/5/25 0:00,2016/5/25 0:00,5.1,"20160525-20190524,票面利率:5.1%;20190525-20210524,票面利率:5.1%+上调基点",100,100,1,7901971897,81.5049,,中国铁建,1500000000,"每年5月25日付息,节假日顺延",101.5649,100,,,,,,,,,2018/9/13 0:00
